,Date,Tweet Full Text,Topic,Action,user id,follower count,place,score,sadness,joy,fear,disgust,anger,predictions,classification_correct,location
14,26-02-2019 03:10,b'@hydcitypolice Congrats.keep doing good job',Appreciation,NS,407786940.0,0.0,,0.980102,0.038977,0.917851,0.006227,0.012276,0.006154,Appreciation,True,False
15,2/25/19 9:41,b'@HYDTP @Im_ShakeelAhmed @hydcitypolice Why no action is being taken with my complain??\n@HYDTP @hydcitypolice',Follow up,S,1.06e+18,1.0,,-0.924084,0.115327,0.025845,0.102561,0.600001,0.457969,Community Action,False,False
16,03-01-2019 06:17,b'@DCPEASTZONE @hydcitypolice @AddlCPCrimesHyd @IGWomenSafety @TelanganaDGP @TelanganaCMO @Nainajaiswal14 @DCPWZHyd @DCPNZHyd @DCPSZHyd @DCPCZHyd May I know how to book for this event?',Query,S,9.89e+17,1.0,,0.0,0.139067,0.208939,0.099469,0.038249,0.062376,Query,True,False
17,2/27/19 12:11,"b'@HYDTP @hydcitypolice @RachakondaCop @SoumyodipMitra @CommissionrGHMC @GHMCOnline @bonthurammohan Why no action is being taken, its because rules are only for people and not for Traffic police??\nRules should be applied to both.\nWhyare you  @HYDTP trying to protect SI and constable??'",Traffic,S,1.06e+18,1.0,,-0.798267,0.135464,0.004466,0.269322,0.527313,0.149003,Traffic,True,False
18,2/27/19 6:48,b'@HYDTP @hydcitypolice @RachakondaCop @Rachakonda_tfc Dear Sir pls take action on this number plate tampering n no helmet',Traffic,S,1.07e+18,1.0,,-0.789291,0.173448,0.078644,0.038832,0.120055,0.047093,Traffic,True,False
19,2/27/19 6:28,b'@HYDTP @hydcitypolice @RachakondaCop @Rachakonda_tfc Dear Sir still no action take for cellphone driving n without helmet pls take action',Traffic,S,1.07e+18,1.0,,-0.901001,0.145919,0.098001,0.102926,0.219839,0.164374,Traffic,True,False
20,26-02-2019 09:51,b'@hydcitypolice @DeepRK94 Mobile phone driving is too dangerous',Suggestion,NS,2546811832.0,1.0,,-0.709962,0.133912,0.186433,0.406845,0.104922,0.186477,Suggestion,True,False
21,26-02-2019 08:47,b'@hydcitypolice Congratulations Hyderbad City Police',Appreciation,NS,1.02e+18,1.0,,0.992582,0.094675,0.589093,0.133779,0.125485,0.103847,Appreciation,True,False
22,26-02-2019 07:43,b'@HYDTP @hydcitypolice @RachakondaCop @SoumyodipMitra @CommissionrGHMC @GHMCOnline @bonthurammohan Can you share details of Challan imposed and is action being taken again SI and constable?',Follow up,S,1.06e+18,1.0,,-0.688317,0.025733,0.096919,0.120555,0.108326,0.106941,Follow up,True,False
23,26-02-2019 06:00,"b'@HYDTP @hydcitypolice @RachakondaCop @Rachakonda_tfc Black/Tainted glass found at Uppal road on 24th,Feb,2019,6:14PM Vechile No. TS 13EH 0277 pls take actn https://t.co/5o4TyColyT'",Traffic,S,1.07e+18,1.0,,0.0,0.278974,0.078683,0.108047,0.046763,0.136382,Traffic,True,False
24,26-02-2019 05:42,"b'@HYDTP @hydcitypolice @RachakondaCop @Rachakonda_tfc Cellphone driving n No helmet at Shivam road, Nallakunta on 24th,Feb,2019,8:05AM vehicle no. TS 08EG 2738  pls take severe action immediately on this kind of careless n unsafe driving https://t.co/GMd0rFp28U'",Traffic,S,1.07e+18,1.0,,-0.838004,0.088528,0.063834,0.105614,0.039786,0.371552,Traffic,True,True
25,26-02-2019 05:36,"b'@HYDTP @hydcitypolice @RachakondaCop @Rachakonda_tfc No helmet driving at Shankermutt road, Nallakunta on 25th,Feb,2019,9: 23AM vehicle no. TS 08FL 7766  pls take actn.... https://t.co/2VqZZiYkWQ'",Traffic,S,1.07e+18,1.0,,-0.613993,0.277997,0.054024,0.082145,0.028838,0.084296,Traffic,True,True
26,25-02-2019 14:01,"b'@LENINK @Im_ShakeelAhmed @HYDTP @hydcitypolice Sorry to say it was not towing any vehicle, needlessly it need to follow traffic rules and sense.\n#NoOneAboveTheLaw'",Traffic,S,1.06e+18,1.0,,-0.913386,0.263159,0.022923,0.279194,0.010157,0.074995,Traffic,True,False
27,25-02-2019 13:41,"b'@hydcitypolice ... @HYDTraffic ..\nSir, Today Feb 25 around 9:30 AM at TechMahendra circle towards Kondapur from Cyber towers, the free left is blocked. This is happening everyday. Request you to please take action. Appreciate your efforts Sir. Thank you. \xf0\x9f\x99\x82 https://t.co/NghEJISbx7'",Traffic,S,1.03e+18,1.0,,-0.325993,0.123604,0.637616,0.039018,0.057879,0.088728,Traffic,True,True
28,2/25/19 9:13,b'@RameshVaitla @HiHyderabad @hydcitypolice @TelanganaDGP @shobanjarahills @HYDTP @WeHyderabad @RachakondaCop @cyberabadpolice @CPHydCity Very rude behaviour of girls should some sence of while talking to others',Suggestion,NS,1.03e+18,2.0,,-0.92018,0.064595,0.019776,0.097664,0.784354,0.34152,Suggestion,True,False
29,2/25/19 5:01,b'@HYDTP @KTRTRS @KTRoffice @cpcybd @hydcitypolice @cyberabadpolice Usually how many days to remove challan after  reporting ...',Query,S,1.06e+18,2.0,,0.0,0.290907,0.039882,0.106584,0.084408,0.084521,Community Action,False,False
30,2/24/19 21:51,"b""@MonicaReddy_ @cjwerleman @hydcitypolice @hydcitypolice She's Laughing At Hyderabad Police\nUnko Ab Police Se Bh Dar Nahin Lagta \nShe's Openly Justifying Killing Of Indian Muslims""",Suggestion,NS,4088365815.0,2.0,,-0.759273,0.030007,0.030192,0.056523,0.769418,0.253518,Suggestion,True,True
31,2/24/19 17:42,b'@hydcitypolice Super',Appreciation,S,1.02e+18,2.0,,0.0,0.141776,0.611519,0.028644,0.033787,0.044631,Appreciation,True,False
32,03-01-2019 02:35,b'@hydcitypolice What time on Friday? Timings?',Query,S,9.85e+17,2.0,,0.0,0.17912,0.409771,0.138821,0.046681,0.108212,Community Action,False,False
33,2/27/19 6:42,b'@cyberabadpolice @hydcitypolice @HYDTP @cpsiddipet Can I have update on this please. @TelanganaDGP',Follow up,S,9.4e+17,2.0,,-0.541666,0.167309,0.051577,0.1016,0.035339,0.061102,Follow up,True,False
34,2/27/19 4:17,"b'@hydcitypolice Currently I am In Hyderabad I am working in a Pharmaceuticals company ,I belong from Uttar Pradesh, But in Hyderabad I feel like I am in Pakistan. Because of Police behavior.'",Dissatisfaction,NS,1.07e+18,2.0,,0.270901,0.428569,0.080238,0.408419,0.168614,0.1443,Dissatisfaction,True,True
35,26-02-2019 04:14,b'@hydcitypolice Wear helmet or meet hell',General Info,NS,1.04e+18,2.0,,0.0,0.112604,0.093908,0.100398,0.179199,0.679011,Suggestion,False,False
36,26-02-2019 02:11,b'@IGWomenSafety @hydsheteam @bharosahyd @shesafe_ts @hydcitypolice @TelanganaDGP Congratulations Madem',Appreciation,NS,1.06e+18,2.0,,0.98801,0.006595,0.910136,0.003339,0.003562,0.016137,Appreciation,True,False
37,26-02-2019 02:11,b'@hydcitypolice Congratulations Sir',Appreciation,NS,1.06e+18,2.0,,0.98801,0.022898,0.845885,0.004797,0.015941,0.008924,Appreciation,True,False
38,2/24/19 23:02,b'So many complaints but no action taken by ghmc! Sleep less nights due to these dogs! @GHMCOnline @hydcitypolice @HYDTP at 430 am i had to do this than sleep peacefully! https://t.co/9Duni9XwdX',Community Action,S,1.05e+18,3.0,,-0.520923,0.284953,0.171119,0.344505,0.162936,0.305258,Community Action,True,False
39,03-01-2019 06:47,b'@hydcitypolice \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb@hydcitypolice \n media channels need to stop telecasting confidential matters and it\xe2\x80\x99s our responsibility to stop sharing them on social media platform',Community Action,S,1.1e+18,3.0,,0.0,0.069686,0.030343,0.003982,0.021766,0.074778,Community Action,True,True
40,2/28/19 3:19,"b'@hydcitypolice Good information for proper planning, when will it resume Sir'",Appreciation,NS,3821748084.0,3.0,,0.811506,0.019057,0.239472,0.046822,0.035086,0.010361,Appreciation,True,False
41,26-02-2019 07:07,b'@HYDTP @AddlCPTrHyd You Deserved it Dear @cyberabadpolice @hydcitypolice @CYBTRAFFIC @CPHydCity anyway congratulations  \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',Appreciation,NS,1.05e+18,3.0,,-0.951034,0.000318,0.442569,0.000107,3e-06,0.000244,Appreciation,True,False
42,25-02-2019 17:12,b'@hydcitypolice @snarifnusrati Congrats',Appreciation,NS,8.47e+17,3.0,,0.0,0.016102,0.941924,0.001677,0.005367,0.016811,Appreciation,True,False
43,2/24/19 19:10,"b'@ImVikas237 @cyberabadpolice @ACIT_GHMC @GHMCOnline @hydcitypolice @HYDTP @CYBTRAFFIC Perfect, just crossed the road where it got damaged for which I complained, saw that work is going on and this time they are applying black THAR, thanks to CP...\xf0\x9f\x99\x8f \xf0\x9f\x99\x8f \xf0\x9f\x99\x8f but pls consider the U turn over there, bikers removing barricades time to time,close r open them permanently.'",Appreciation,S,1.06e+18,4.0,,-0.340232,0.222223,0.08856,0.055944,0.016146,0.0379,Appreciation,True,False
44,2/27/19 17:45,"b""Dear @cyberabadpolice @hydcitypolice @TelanganaDGP Can you take some action against this TV channel for misguiding the civilians with this news. They can't even differenciate @narendramodi official twitter account and spreading fake news. https://t.co/mJn6agxj3l https://t.co/8mr9oFbZyf""",Fake News,S,1256487271.0,4.0,,-0.932939,0.629255,0.038649,0.037678,0.302531,0.233251,Fake News,True,False
45,2/27/19 4:46,"b'Huge traffic at Wipro circle, financial district. No proper plan of action. Please help @KTRTRS @hydcitypolice @cyberabadpolice @CPHydCity'",Traffic,NS,83797956.0,4.0,,-0.902389,0.244631,0.114765,0.315478,0.059442,0.456696,Traffic,True,False
46,2/26/19 12:05,b'@hydcitypolice @hydcitypolice This auto with over loaded  SCHOOL KIDS was going in wrong direction from kavuri hills to road no 45. When I questioned the driver he said what should I do the route from Rd 44 to RD no 45 is closed and I have to go extra 2 kms. Kindly look into this https://t.co/8WVtJjzDIm',Community Action,NS,9.61e+17,4.0,,-0.885722,0.284909,0.051262,0.026713,0.009095,0.107393,Community Action,True,False
47,03-01-2019 05:01,b'@hydcitypolice Congratulations... Hyderabad police team',Appreciation,NS,8.75e+17,5.0,,0.928689,0.011336,0.745492,0.016862,0.10901,0.054975,Appreciation,True,True
48,03-01-2019 04:55,b'@hydcitypolice Great thinking',Appreciation,NS,8.75e+17,5.0,,0.953943,0.066129,0.852529,0.077293,0.006222,0.0064,Appreciation,True,False
49,2/27/19 7:10,"b'@hydcitypolice The worst, most inefficient and corrupt police in the country.'",Dissatisfaction,S,176059047.0,5.0,,-0.874469,0.35929,0.001557,0.121679,0.586708,0.306681,Dissatisfaction,True,False
50,2/24/19 9:06,"b'@hydcitypolice sir - sagar ring road , traffic not moving a inch. Ple help'",Traffic,S,9.1e+17,6.0,,0.714677,0.177061,0.452691,0.183298,0.016222,0.019095,Traffic,True,False
51,03-01-2019 13:19,b'@PMOIndia @hydcitypolice @narendramodi @BJP_RSS https://t.co/yhbExfUCqV sir arrest  this bustard... https://t.co/9B0AuG1xoD',Community Action,S,1.1e+18,6.0,,-0.595915,0.415958,0.052847,0.171851,0.315052,0.332768,Community Action,True,False
52,2/28/19 20:08,b'@hydcitypolice Sir nothing will happen in our city all youth r supporting you\xf0\x9f\x91\xac\xf0\x9f\x91\xac\xf0\x9f\x91\xac\xf0\x9f\x91\xac\xf0\x9f\x91\xac\xf0\x9f\x91\xac',Appreciation,NS,7.52e+17,6.0,,-0.965256,0.071534,0.076651,0.035878,0.001656,0.000505,Appreciation,True,False
53,26-02-2019 03:16,b'@IGWomenSafety @hydsheteam @bharosahyd @shesafe_ts @hydcitypolice @TelanganaDGP Congratulations madam for this great achievement award',Appreciation,NS,1.08e+18,6.0,,0.995805,0.010474,0.916346,0.02834,0.005244,0.017122,Appreciation,True,False
54,25-02-2019 19:08,b'@hydcitypolice \nProgram going on with high pitch voice in Barksthpura Colony at 12 30 AM even after Police Vehicle came and stopped by ... no sleep for colony people... no concern from City Police https://t.co/jMK9L14XIq',Community Action,S,2509879651.0,6.0,,-0.972463,0.178728,0.050313,0.591831,0.253153,0.181832,Community Action,True,True
55,2/24/19 18:45,"b""A new kind of begging/robbery is started in hyd city. Few people are standing near software companies and saying they lost the route/bus and require money for travel/food. I told them to approach near by police station but they were rude. Pls don't encourage them @hydcitypolice""",Theft,S,7.9e+17,7.0,,-0.767766,0.462873,0.021765,0.279817,0.211694,0.326496,Theft,True,True
56,2/28/19 16:15,b'Who are these people? \xf0\x9f\xa4\x94 Where do they come from\xf0\x9f\x99\x84? Saw this car parked at KPHB addagutta High tension road with this number plate.  @hydcitypolice @KTRTRS @HYDTP #Hyderabad https://t.co/ZTtTVTYCxy',Traffic,S,2958199664.0,7.0,,0.0,0.058947,0.060165,0.194427,0.071068,0.11744,Traffic,True,False
57,2/25/19 8:25,"b'@RameshVaitla @HiHyderabad @hydcitypolice @TelanganaDGP @shobanjarahills @HYDTP @WeHyderabad @RachakondaCop @cyberabadpolice @CPHydCity Ashamed on the way these girls talking without manners and respect. \n\nAnd they saying "" We are law student "" for what, to behave like this.'",Suggestion,NS,1.08e+18,8.0,,-0.825022,0.217427,0.055767,0.025319,0.75636,0.202852,Suggestion,True,False
58,03-01-2019 14:33,"b'No Helmet driving \nDATE: 1 March, 2019\nTIME: 6:05pm\nLOCATION: HCU central University road Hyderabad\nBIKE NUMBER: AP09BV 6135\n@hydcitypolice @HYDTP @CYBTRAFFIC https://t.co/l8ig7YrctA'",Traffic,S,9.33e+17,8.0,,0.349372,0.040501,0.053458,0.037613,0.027378,0.015572,Traffic,True,False
59,03-01-2019 14:29,"b'No Helmet driving \nDATE: 1 March, 2019\nTIME: 6:07pm\nLOCATION: Doyens colony central University road Hyderabad\nBIKE NUMBER: TS35 A9596\n@hydcitypolice @HYDTP @CYBTRAFFIC https://t.co/QrrhzSyP8s'",Traffic,S,9.33e+17,8.0,,-0.44728,0.050444,0.106403,0.022053,0.009139,0.028836,Traffic,True,False
60,2/27/19 21:25,b'And cleaning the vehicles shirtless at the traffic signals. We see @hydcitypolice and traffic department is watching on signal cameras evey second for the people violating the rules. Also they can see kids who are begging being at their own risk in the tradfic.',Community Action,S,1.09e+18,8.0,,-0.687927,0.437991,0.230969,0.130934,0.044683,0.111721,Community Action,True,False
61,2/27/19 17:18,"b'No Helmet driving \nDATE: 27 FEB, 2019\nTIME: 6:15pm\nLOCATION: BHEL signals, Lingampally\nBIKE NUMBER: AP23F 5827\n@hydcitypolice @HYDTP @CYBTRAFFIC https://t.co/HMrYNmUOO6'",Traffic,S,9.33e+17,8.0,,-0.781562,0.068028,0.072167,0.028226,0.014473,0.010498,Traffic,True,False
62,2/27/19 17:16,"b'No Helmet driving \nDATE: 27 FEB, 2019\nTIME: 5:47pm\nLOCATION: Biodiversity signals, Gachibowli\nBIKE NUMBER: TS12EA 7379\n@hydcitypolice @HYDTP @CYBTRAFFIC https://t.co/MTIBZtcJ4V'",Traffic,S,9.33e+17,8.0,,-0.754296,0.071018,0.125615,0.018345,0.006846,0.020994,Traffic,True,False
63,2/27/19 17:13,"b'No Helmet driving &amp; triple driving \nDATE: 27 FEB, 2019\nTIME:  5:51pm\nLOCATION: Biodiversity signals, Gachibowli\nBIKE NUMBER: TS15EL 7048\n@hydcitypolice @HYDTP @CYBTRAFFIC https://t.co/CWc1bAxGk4'",Traffic,S,9.33e+17,8.0,,-0.300986,0.106771,0.139032,0.040116,0.011232,0.01629,Traffic,True,False
64,2/26/19 12:32,"b'No Helmet driving &amp; Triple riding\nDATE:  26 FEB, 2019\nTIME: 5:46pm\nLOCATION: biodiversity circle, Gachibowli\nBIKE NUMBER: TS07GC 4928\n@hydcitypolice @HYDTP @CYBTRAFFIC https://t.co/wgcqabU1OH'",Traffic,S,9.33e+17,8.0,,-0.402351,0.062265,0.208624,0.080715,0.024305,0.036396,Traffic,True,False
65,2/26/19 12:27,"b'No Helmet driving &amp; Triple riding\nDATE: 26 FEB, 2019\nTIME: 5:46pm\nLOCATION: Biodiversity signals , Gachibowli\nBIKE NUMBER: TS07GC 4928\n@hydcitypolice @HYDTP @CYBTRAFFIC \nPeople have no fear about traffic police or rules. Such a big signal they are driving without any fear. https://t.co/jRgRmTMUX6'",Traffic,S,9.33e+17,8.0,,-0.767211,0.130351,0.102433,0.120801,0.017512,0.026134,Traffic,True,False
66,26-02-2019 07:15,"b'No Helmet driving \nDATE: 26 FEB, 2019\nTIME: 8:44am\nLOCATION: Lingampally BHEL X roads \nBIKE NUMBERS: AP28DM 6977  &amp;\nTS15EC 5547\n@hydcitypolice @HYDTP @CYBTRAFFIC https://t.co/DMUEFxTedL'",Traffic,S,9.33e+17,8.0,,0.345517,0.004565,0.281732,0.018522,0.005946,0.012706,Traffic,True,False
67,26-02-2019 05:23,"b""@HYDTP @hydcitypolice look into the stupid way of going, no one caring about traffic rules. And even traffic police isn't here to monitor. \n\nPlease take good initiative https://t.co/lrNR21PPRV""",Suggestion,NS,1.08e+18,8.0,,-0.883044,0.113981,0.106436,0.221121,0.073754,0.57829,Suggestion,True,False
68,26-02-2019 04:18,"b""@RameshVaitla @KTRTRS @hydcitypolice I don't think so women will get justice because TRS party candidate and there will be pressure from the concerned leader and the policemen could not do their duty because of the pressure and this is quite common in Hyderabad.""",Others,NS,3102683016.0,9.0,,-0.840327,0.317066,0.051029,0.699429,0.089172,0.072789,Others,True,True
69,2/25/19 9:38,b'@hydcitypolice Sir I just received a fraud call from this number +919874543573 stating that my credit card is blocked and asking Aadhar num. Wanted to alert your team.',Fraud,S,237844693.0,10.0,,-0.849973,0.502972,0.020196,0.073806,0.064661,0.200519,Fraud,True,False
70,2/24/19 10:55,"b""@AmazonHelp @AmazonHelp u r worst support is taking worst how can u say it's not received by you @TelanganaDGP @hydcitypolice please help me""",Others,NS,814770979.0,10.0,,-0.990036,0.646382,0.003257,0.323743,0.179744,0.173052,Others,True,False
71,2/24/19 6:10,b'@hydcitypolice Charge MCH for not installing pole properly.',Community Action,S,4479436274.0,10.0,,-0.73452,0.279257,0.092466,0.066759,0.179492,0.156158,Community Action,True,False
72,2/28/19 18:40,b'AP29TA3378 heavy tipper with overload \xe2\x81\xa6@HYDTP\xe2\x81\xa9 \xe2\x81\xa6@hydcitypolice\xe2\x81\xa9 https://t.co/Qu4bfLqPPn',Traffic,S,1636206974.0,10.0,,0.0,0.134837,0.095597,0.128803,0.072907,0.016449,Traffic,True,False
73,2/27/19 6:43,b'@hydcitypolice no police person available for security checking at nampally station?? https://t.co/abGY4YlmU7',Dissatisfaction,S,1277663958.0,10.0,,-0.541666,0.07714,0.026667,0.094929,0.036828,0.049174,Dissatisfaction,True,False
74,2/28/19 3:20,b'@hydcitypolice Why common man is made to suffer &amp; wait for these royal highness in scorching summer heat.',Community Action,NS,9.69e+17,11.0,,-0.939366,0.628108,0.147917,0.223402,0.070711,0.100388,Community Action,True,False
75,26-02-2019 02:16,b'Is this  the way how to stop on red signal\n#justasking\n\n@HYDTP @hydcitypolice @cyberabadpolice https://t.co/gVakWbksky',Traffic,S,1.05e+18,11.0,,-0.834874,0.341643,0.200893,0.054428,0.069509,0.081513,Traffic,True,False
76,2/25/19 7:53,"b'@HYDTP @hydcitypolice  Sir, what is The reason behind NOT conducting drink n drive immediately  after ""bars,pubs"";  every day one random location.. any person with parked vehicle at such location is mostly  drunk  ..'",Community Action,S,97398495.0,12.0,,-0.951241,0.489426,0.038828,0.226168,0.050895,0.142292,Community Action,True,False
77,2/25/19 0:58,b'@hydcitypolice Good Job \xf0\x9f\x91\x8d',Appreciation,NS,1.06e+18,12.0,,0.0,0.006762,0.887355,0.00822,0.009519,0.002963,Appreciation,True,False
78,03-01-2019 12:12,b'@HydWatch @CPHydCity @hydcitypolice @rajakesarimdk @AddlCPTrHyd @HMWSSBOnline @MORTHRoadSafety Or atleast blur the image.',Follow up,S,8.3e+17,12.0,,-0.305042,0.139108,0.202173,0.080134,0.253676,0.072113,Follow up,True,False
79,03-01-2019 12:11,b'@HydWatch @CPHydCity @hydcitypolice @rajakesarimdk @AddlCPTrHyd @HMWSSBOnline @MORTHRoadSafety Please cover her up.',Follow up,S,8.3e+17,12.0,,-0.517341,0.118503,0.050516,0.178725,0.181818,0.050938,Traffic,False,False
80,03-01-2019 04:01,b'@hydcitypolice Congratulations Sir',Appreciation,NS,1.08e+18,12.0,,0.98801,0.022898,0.845885,0.004797,0.015941,0.008924,Appreciation,True,False
81,2/28/19 21:12,"b""@CYBTRAFFIC Tried 10s of times only 2b askd Ques. Heading which way or Report to area station Sir! Wen it's happening everyday Y post askin2report wen reporting sys is difficult @HYDTP  @KTRTRS @TelanganaCMO @TelanganaDGP @hydcitypolice same wit 3 riding , wrngway n underage RASH DRIVERS""",Traffic,S,4856513598.0,12.0,,-0.538166,0.352335,0.140141,0.083543,0.369271,0.151469,Traffic,True,False
82,2/28/19 18:43,b'@hydcitypolice thanks for the response...thank you so much',Appreciation,NS,3101148679.0,12.0,,0.988578,0.008312,0.756068,0.003958,0.005132,0.035422,Appreciation,True,False
83,2/28/19 18:21,b'@hydcitypolice there is patient at my home but how these people making us in trouble at midnight...can i expect action https://t.co/kYxxFKG39d',Community Action,S,3101148679.0,12.0,,-0.854825,0.339063,0.049983,0.096355,0.32599,0.338764,Community Action,True,False
84,03-01-2019 11:57,b'@HydWatch @CPHydCity @hydcitypolice @rajakesarimdk @AddlCPTrHyd @HMWSSBOnline @MORTHRoadSafety Very big tragedy for their parents strict action should be taken against offender.',Traffic,S,7.13e+17,13.0,,-0.966488,0.506434,0.02683,0.139952,0.39863,0.232998,Traffic,True,False
85,2/28/19 16:44,b'@RachakondaCop @TelanganaDGP @TelanganaPolice @hydcitypolice @cyberabadpolice Big day for cricket lovers in Hyderabad and big day for police department to manage such a huge crowds!! Jai Hind',General Info,NS,1.1e+18,13.0,,-0.297455,0.132549,0.536863,0.191579,0.14127,0.095106,General Info,True,False
86,26-02-2019 04:54,b'@hydcitypolice @HYDTP @narendramodi please put digital timer on traffic lights so that people get to know how much time they have to wait n they will switch off their car engines.',Traffic,S,8.17e+17,13.0,,-0.899913,0.241573,0.030636,0.140094,0.053649,0.390011,Traffic,True,False
87,26-02-2019 03:08,b'@RachakondaCop @TelanganaPolice @TelanganaDGP @hydcitypolice @cyberabadpolice @IGWomenSafety @She_TeamRCK1 @shesafe_ts Kudos!! There is a marked change. People find Police more approachable than before. Crime detection is praise worthy. Installation of CCTV cameras needs to be a high priority. Traffic management is still a challenge. But on the whole people feel safer than before.',Traffic,S,1.1e+18,13.0,,0.622165,0.511233,0.127285,0.113572,0.158428,0.434334,Traffic,True,False
88,26-02-2019 02:39,b'@talariKrishnasr @CYBTRAFFIC @cyberabadpolice @cpcybd @cyberabadpolice @hydcitypolice @CPHydCity @TelanganaDGP if the department is unable to control their own people how can they control the public #Lawbreakers https://t.co/bOxt5SDLiY',Community Action,S,1.09e+18,13.0,,-0.872852,0.667035,0.009056,0.097479,0.187645,0.307669,Community Action,True,False
89,25-02-2019 15:47,b'@hydcitypolice @TelanganaDGP like uniform service delivery thus uniform work progress @shofalaknuma regardlessly working with staff of all grades to maintain 5s program in police station..Sho falaknuma sitting on floor and doing his duties ..Down to earth sir.. https://t.co/n6r5nS08LM',Appreciation,NS,1.01e+18,13.0,,0.861973,0.62632,0.066291,0.066763,0.173856,0.223329,Appreciation,True,False
